LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
POL,HOUSECOST,NOMINAL,IDX2015,Q,2010-Q1,105.0813347,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2010-Q2,105.5686074,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2010-Q3,105.7694591,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2010-Q4,106.4455988,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2011-Q1,106.3760639,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2011-Q2,106.2144436,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2011-Q3,105.21343,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2011-Q4,105.1380625,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2012-Q1,104.0253177,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2012-Q2,102.3796122,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2012-Q3,101.0785205,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2012-Q4,100.2315496,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2013-Q1,98.1391942,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2013-Q2,97.06743787,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2013-Q3,97.11872068,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2013-Q4,97.34064725,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2014-Q1,97.62157088,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2014-Q2,98.9740353,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2014-Q3,98.42598097,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2014-Q4,98.79341285,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2015-Q1,99.5168512,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2015-Q2,100.1873151,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2015-Q3,100.4119374,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2015-Q4,99.88389635,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2016-Q1,100.4289163,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2016-Q2,100.5967634,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2016-Q3,102.566056,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2016-Q4,103.8442643,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2017-Q1,103.6614677,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2017-Q2,105.2089641,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2017-Q3,106.3963444,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2017-Q4,107.8062238,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2018-Q1,109.7177017,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2018-Q2,111.7820262,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2018-Q3,113.4674094,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2018-Q4,116.0928627,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q1,118.5772186,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q2,120.8554596,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q3,123.7725297,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q4,126.9957921,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q1,131.8735219,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q2,134.0259067,
POL,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q3,137.2761995,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2005-Q1,96.02367261,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2005-Q2,94.13324901,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2005-Q3,92.55019285,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2005-Q4,95.89262704,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2006-Q1,98.78734387,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2006-Q2,105.5306582,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2006-Q3,128.442233,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2006-Q4,150.6200287,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2007-Q1,166.703313,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2007-Q2,173.6417208,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2007-Q3,172.6559349,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2007-Q4,160.9346919,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2008-Q1,161.954721,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2008-Q2,158.3472859,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2008-Q3,149.3422191,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2008-Q4,145.4108806,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2009-Q1,142.1130393,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2009-Q2,138.3640471,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2009-Q3,137.2213301,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2009-Q4,130.6834034,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2010-Q1,127.1961093,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2010-Q2,126.1432577,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2010-Q3,124.6678426,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2010-Q4,123.7375405,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2011-Q1,121.8436344,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2011-Q2,120.1172223,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2011-Q3,117.6249326,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2011-Q4,116.3943556,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2012-Q1,113.1233902,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2012-Q2,110.7425183,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2012-Q3,108.9031632,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2012-Q4,107.5881298,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2013-Q1,105.2528515,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2013-Q2,103.4450419,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2013-Q3,102.718587,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2013-Q4,102.1283481,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2014-Q1,101.6653966,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2014-Q2,102.3499529,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2014-Q3,101.084642,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2014-Q4,100.7007934,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2015-Q1,101.3152503,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2015-Q2,100.8823589,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2015-Q3,99.83987644,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2015-Q4,97.96251429,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2016-Q1,97.5128998,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2016-Q2,96.27763767,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2016-Q3,96.78091155,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2016-Q4,96.65919378,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2017-Q1,95.0479776,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2017-Q2,95.31979724,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2017-Q3,95.26335878,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2017-Q4,95.32361179,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2018-Q1,96.67973873,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2018-Q2,96.88684363,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2018-Q3,96.47067259,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2018-Q4,96.51440923,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q1,96.47236056,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q2,96.37326698,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q3,96.7769673,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q4,97.39951994,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2020-Q1,97.28539212,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2020-Q2,99.13963677,
POL,HOUSECOST,PRICEINCOME,IDX2015,Q,2020-Q3,93.11564669,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q1,76.13506449,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q2,74.97200065,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q3,74.32064052,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q4,77.7494002,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q1,80.8826179,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q2,87.2161826,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q3,106.5599739,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q4,125.5457508,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q1,138.6350883,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q2,145.2527038,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q3,145.3965814,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q4,136.5354558,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q1,137.6989543,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q2,136.4641765,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q3,130.5392346,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q4,127.5249765,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q1,127.2871395,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q2,124.6906167,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q3,124.3869326,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q4,119.2193153,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q1,116.7528664,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q2,116.2132721,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q3,115.7182432,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q4,115.8282647,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q1,114.660716,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q2,113.6390544,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q3,111.7200974,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q4,110.7660394,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q1,108.9951536,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q2,106.6069705,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q3,104.7123705,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q4,103.3901013,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q1,100.9345649,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q2,99.63892526,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q3,99.39396752,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q4,99.3982422,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q1,99.37096238,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q2,100.4621238,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q3,99.58160638,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q4,99.64693955,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q1,100.1305,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q2,100.4076159,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q3,100.1948256,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q4,99.26705852,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q1,99.67022844,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q2,99.58424125,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q3,101.0462734,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q4,101.8704042,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q1,100.5205581,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q2,101.1924924,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q3,101.5975741,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q4,102.1532726,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q1,103.1769624,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q2,103.7178184,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q3,104.0770689,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q4,105.2153292,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q1,106.2379544,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q2,107.1557103,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q3,108.1850507,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q4,109.4978861,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2020-Q1,111.1312845,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2020-Q2,112.2806646,
POL,HOUSECOST,PRICERENT,IDX2015,Q,2020-Q3,114.0306864,
POL,HOUSECOST,REAL,IDX2015,Q,2005-Q1,68.05380643,
POL,HOUSECOST,REAL,IDX2015,Q,2005-Q2,68.13687529,
POL,HOUSECOST,REAL,IDX2015,Q,2005-Q3,67.79917312,
POL,HOUSECOST,REAL,IDX2015,Q,2005-Q4,70.13020071,
POL,HOUSECOST,REAL,IDX2015,Q,2006-Q1,73.79075643,
POL,HOUSECOST,REAL,IDX2015,Q,2006-Q2,79.00570822,
POL,HOUSECOST,REAL,IDX2015,Q,2006-Q3,98.19430183,
POL,HOUSECOST,REAL,IDX2015,Q,2006-Q4,118.0253996,
POL,HOUSECOST,REAL,IDX2015,Q,2007-Q1,130.6178641,
POL,HOUSECOST,REAL,IDX2015,Q,2007-Q2,137.9931828,
POL,HOUSECOST,REAL,IDX2015,Q,2007-Q3,138.3883719,
POL,HOUSECOST,REAL,IDX2015,Q,2007-Q4,130.0658144,
POL,HOUSECOST,REAL,IDX2015,Q,2008-Q1,131.5841082,
POL,HOUSECOST,REAL,IDX2015,Q,2008-Q2,130.8283094,
POL,HOUSECOST,REAL,IDX2015,Q,2008-Q3,125.3441632,
POL,HOUSECOST,REAL,IDX2015,Q,2008-Q4,124.2515057,
POL,HOUSECOST,REAL,IDX2015,Q,2009-Q1,124.2350863,
POL,HOUSECOST,REAL,IDX2015,Q,2009-Q2,122.2946766,
POL,HOUSECOST,REAL,IDX2015,Q,2009-Q3,121.4349012,
POL,HOUSECOST,REAL,IDX2015,Q,2009-Q4,116.6292237,
POL,HOUSECOST,REAL,IDX2015,Q,2010-Q1,114.8346294,
POL,HOUSECOST,REAL,IDX2015,Q,2010-Q2,114.1256017,
POL,HOUSECOST,REAL,IDX2015,Q,2010-Q3,113.6282642,
POL,HOUSECOST,REAL,IDX2015,Q,2010-Q4,112.9874493,
POL,HOUSECOST,REAL,IDX2015,Q,2011-Q1,110.7984903,
POL,HOUSECOST,REAL,IDX2015,Q,2011-Q2,109.6364715,
POL,HOUSECOST,REAL,IDX2015,Q,2011-Q3,107.6049274,
POL,HOUSECOST,REAL,IDX2015,Q,2011-Q4,106.0113935,
POL,HOUSECOST,REAL,IDX2015,Q,2012-Q1,103.9840996,
POL,HOUSECOST,REAL,IDX2015,Q,2012-Q2,101.506246,
POL,HOUSECOST,REAL,IDX2015,Q,2012-Q3,100.1459528,
POL,HOUSECOST,REAL,IDX2015,Q,2012-Q4,99.08880574,
POL,HOUSECOST,REAL,IDX2015,Q,2013-Q1,97.44225636,
POL,HOUSECOST,REAL,IDX2015,Q,2013-Q2,96.16691257,
POL,HOUSECOST,REAL,IDX2015,Q,2013-Q3,95.570104,
POL,HOUSECOST,REAL,IDX2015,Q,2013-Q4,95.98034777,
POL,HOUSECOST,REAL,IDX2015,Q,2014-Q1,95.76210052,
POL,HOUSECOST,REAL,IDX2015,Q,2014-Q2,97.57164889,
POL,HOUSECOST,REAL,IDX2015,Q,2014-Q3,97.97787545,
POL,HOUSECOST,REAL,IDX2015,Q,2014-Q4,98.42970031,
POL,HOUSECOST,REAL,IDX2015,Q,2015-Q1,99.63895924,
POL,HOUSECOST,REAL,IDX2015,Q,2015-Q2,100.4146164,
POL,HOUSECOST,REAL,IDX2015,Q,2015-Q3,99.8923643,
POL,HOUSECOST,REAL,IDX2015,Q,2015-Q4,100.05406,
POL,HOUSECOST,REAL,IDX2015,Q,2016-Q1,101.0061088,
POL,HOUSECOST,REAL,IDX2015,Q,2016-Q2,101.0738873,
POL,HOUSECOST,REAL,IDX2015,Q,2016-Q3,103.1875842,
POL,HOUSECOST,REAL,IDX2015,Q,2016-Q4,103.8688058,
POL,HOUSECOST,REAL,IDX2015,Q,2017-Q1,102.7747923,
POL,HOUSECOST,REAL,IDX2015,Q,2017-Q2,103.9545339,
POL,HOUSECOST,REAL,IDX2015,Q,2017-Q3,104.6035312,
POL,HOUSECOST,REAL,IDX2015,Q,2017-Q4,105.1143114,
POL,HOUSECOST,REAL,IDX2015,Q,2018-Q1,106.8645698,
POL,HOUSECOST,REAL,IDX2015,Q,2018-Q2,108.5382753,
POL,HOUSECOST,REAL,IDX2015,Q,2018-Q3,109.6246356,
POL,HOUSECOST,REAL,IDX2015,Q,2018-Q4,111.661668,
POL,HOUSECOST,REAL,IDX2015,Q,2019-Q1,113.2675394,
POL,HOUSECOST,REAL,IDX2015,Q,2019-Q2,114.6489364,
POL,HOUSECOST,REAL,IDX2015,Q,2019-Q3,117.0809521,
POL,HOUSECOST,REAL,IDX2015,Q,2019-Q4,119.404484,
POL,HOUSECOST,REAL,IDX2015,Q,2020-Q1,120.5608366,
POL,HOUSECOST,REAL,IDX2015,Q,2020-Q2,123.7117977,
POL,HOUSECOST,REAL,IDX2015,Q,2020-Q3,126.0221778,
POL,HOUSECOST,RENT,IDX2015,Q,1995-Q1,15.89689541,
POL,HOUSECOST,RENT,IDX2015,Q,1995-Q2,17.59208604,
POL,HOUSECOST,RENT,IDX2015,Q,1995-Q3,18.89767475,
POL,HOUSECOST,RENT,IDX2015,Q,1995-Q4,20.15257563,
POL,HOUSECOST,RENT,IDX2015,Q,1996-Q1,21.43436611,
POL,HOUSECOST,RENT,IDX2015,Q,1996-Q2,22.78486731,
POL,HOUSECOST,RENT,IDX2015,Q,1996-Q3,24.29601141,
POL,HOUSECOST,RENT,IDX2015,Q,1996-Q4,25.88561754,
POL,HOUSECOST,RENT,IDX2015,Q,1997-Q1,27.66424521,
POL,HOUSECOST,RENT,IDX2015,Q,1997-Q2,29.2503573,
POL,HOUSECOST,RENT,IDX2015,Q,1997-Q3,30.93062125,
POL,HOUSECOST,RENT,IDX2015,Q,1997-Q4,32.62552925,
POL,HOUSECOST,RENT,IDX2015,Q,1998-Q1,35.12551886,
POL,HOUSECOST,RENT,IDX2015,Q,1998-Q2,36.53495707,
POL,HOUSECOST,RENT,IDX2015,Q,1998-Q3,38.1691152,
POL,HOUSECOST,RENT,IDX2015,Q,1998-Q4,39.6354726,
POL,HOUSECOST,RENT,IDX2015,Q,1999-Q1,41.47811899,
POL,HOUSECOST,RENT,IDX2015,Q,1999-Q2,43.81155591,
POL,HOUSECOST,RENT,IDX2015,Q,1999-Q3,45.90927886,
POL,HOUSECOST,RENT,IDX2015,Q,1999-Q4,47.93800073,
POL,HOUSECOST,RENT,IDX2015,Q,2000-Q1,50.07384414,
POL,HOUSECOST,RENT,IDX2015,Q,2000-Q2,52.3806136,
POL,HOUSECOST,RENT,IDX2015,Q,2000-Q3,54.70403646,
POL,HOUSECOST,RENT,IDX2015,Q,2000-Q4,56.82154115,
POL,HOUSECOST,RENT,IDX2015,Q,2001-Q1,58.63841109,
POL,HOUSECOST,RENT,IDX2015,Q,2001-Q2,60.10228542,
POL,HOUSECOST,RENT,IDX2015,Q,2001-Q3,61.53201382,
POL,HOUSECOST,RENT,IDX2015,Q,2001-Q4,62.80860575,
POL,HOUSECOST,RENT,IDX2015,Q,2002-Q1,64.57563949,
POL,HOUSECOST,RENT,IDX2015,Q,2002-Q2,65.29387901,
POL,HOUSECOST,RENT,IDX2015,Q,2002-Q3,66.23569,
POL,HOUSECOST,RENT,IDX2015,Q,2002-Q4,67.09023807,
POL,HOUSECOST,RENT,IDX2015,Q,2003-Q1,67.69821295,
POL,HOUSECOST,RENT,IDX2015,Q,2003-Q2,68.63414704,
POL,HOUSECOST,RENT,IDX2015,Q,2003-Q3,69.44612557,
POL,HOUSECOST,RENT,IDX2015,Q,2003-Q4,70.11311134,
POL,HOUSECOST,RENT,IDX2015,Q,2004-Q1,70.37852657,
POL,HOUSECOST,RENT,IDX2015,Q,2004-Q2,71.02753739,
POL,HOUSECOST,RENT,IDX2015,Q,2004-Q3,71.75891915,
POL,HOUSECOST,RENT,IDX2015,Q,2004-Q4,72.35570402,
POL,HOUSECOST,RENT,IDX2015,Q,2005-Q1,72.93202634,
POL,HOUSECOST,RENT,IDX2015,Q,2005-Q2,73.59370942,
POL,HOUSECOST,RENT,IDX2015,Q,2005-Q3,74.199192,
POL,HOUSECOST,RENT,IDX2015,Q,2005-Q4,74.81716962,
POL,HOUSECOST,RENT,IDX2015,Q,2006-Q1,75.10410684,
POL,HOUSECOST,RENT,IDX2015,Q,2006-Q2,75.7089917,
POL,HOUSECOST,RENT,IDX2015,Q,2006-Q3,76.71240893,
POL,HOUSECOST,RENT,IDX2015,Q,2006-Q4,77.68814016,
POL,HOUSECOST,RENT,IDX2015,Q,2007-Q1,78.74617118,
POL,HOUSECOST,RENT,IDX2015,Q,2007-Q2,79.8553005,
POL,HOUSECOST,RENT,IDX2015,Q,2007-Q3,81.02382279,
POL,HOUSECOST,RENT,IDX2015,Q,2007-Q4,82.24654358,
POL,HOUSECOST,RENT,IDX2015,Q,2008-Q1,83.42233118,
POL,HOUSECOST,RENT,IDX2015,Q,2008-Q2,84.32032517,
POL,HOUSECOST,RENT,IDX2015,Q,2008-Q3,85.12847041,
POL,HOUSECOST,RENT,IDX2015,Q,2008-Q4,86.72705173,
POL,HOUSECOST,RENT,IDX2015,Q,2009-Q1,87.56761681,
POL,HOUSECOST,RENT,IDX2015,Q,2009-Q2,88.37964475,
POL,HOUSECOST,RENT,IDX2015,Q,2009-Q3,89.00863925,
POL,HOUSECOST,RENT,IDX2015,Q,2009-Q4,89.49476805,
POL,HOUSECOST,RENT,IDX2015,Q,2010-Q1,90.00190517,
POL,HOUSECOST,RENT,IDX2015,Q,2010-Q2,90.83908217,
POL,HOUSECOST,RENT,IDX2015,Q,2010-Q3,91.40124802,
POL,HOUSECOST,RENT,IDX2015,Q,2010-Q4,91.89816374,
POL,HOUSECOST,RENT,IDX2015,Q,2011-Q1,92.77328639,
POL,HOUSECOST,RENT,IDX2015,Q,2011-Q2,93.46513575,
POL,HOUSECOST,RENT,IDX2015,Q,2011-Q3,94.17454865,
POL,HOUSECOST,RENT,IDX2015,Q,2011-Q4,94.91765859,
POL,HOUSECOST,RENT,IDX2015,Q,2012-Q1,95.43892456,
POL,HOUSECOST,RENT,IDX2015,Q,2012-Q2,96.03323357,
POL,HOUSECOST,RENT,IDX2015,Q,2012-Q3,96.52827813,
POL,HOUSECOST,RENT,IDX2015,Q,2012-Q4,96.94360336,
POL,HOUSECOST,RENT,IDX2015,Q,2013-Q1,97.22909572,
POL,HOUSECOST,RENT,IDX2015,Q,2013-Q2,97.41777499,
POL,HOUSECOST,RENT,IDX2015,Q,2013-Q3,97.70945712,
POL,HOUSECOST,RENT,IDX2015,Q,2013-Q4,97.92852193,
POL,HOUSECOST,RENT,IDX2015,Q,2014-Q1,98.23810358,
POL,HOUSECOST,RENT,IDX2015,Q,2014-Q2,98.51732168,
POL,HOUSECOST,RENT,IDX2015,Q,2014-Q3,98.83807954,
POL,HOUSECOST,RENT,IDX2015,Q,2014-Q4,99.14200506,
POL,HOUSECOST,RENT,IDX2015,Q,2015-Q1,99.38570336,
POL,HOUSECOST,RENT,IDX2015,Q,2015-Q2,99.77914011,
POL,HOUSECOST,RENT,IDX2015,Q,2015-Q3,100.2152299,
POL,HOUSECOST,RENT,IDX2015,Q,2015-Q4,100.6199267,
POL,HOUSECOST,RENT,IDX2015,Q,2016-Q1,100.7597305,
POL,HOUSECOST,RENT,IDX2015,Q,2016-Q2,101.015278,
POL,HOUSECOST,RENT,IDX2015,Q,2016-Q3,101.5025677,
POL,HOUSECOST,RENT,IDX2015,Q,2016-Q4,101.936134,
POL,HOUSECOST,RENT,IDX2015,Q,2017-Q1,103.1231419,
POL,HOUSECOST,RENT,IDX2015,Q,2017-Q2,103.9676256,
POL,HOUSECOST,RENT,IDX2015,Q,2017-Q3,104.7217866,
POL,HOUSECOST,RENT,IDX2015,Q,2017-Q4,105.5322564,
POL,HOUSECOST,RENT,IDX2015,Q,2018-Q1,106.3377919,
POL,HOUSECOST,RENT,IDX2015,Q,2018-Q2,107.7735723,
POL,HOUSECOST,RENT,IDX2015,Q,2018-Q3,109.0208995,
POL,HOUSECOST,RENT,IDX2015,Q,2018-Q4,110.3367471,
POL,HOUSECOST,RENT,IDX2015,Q,2019-Q1,111.6131161,
POL,HOUSECOST,RENT,IDX2015,Q,2019-Q2,112.7832562,
POL,HOUSECOST,RENT,IDX2015,Q,2019-Q3,114.406497,
POL,HOUSECOST,RENT,IDX2015,Q,2019-Q4,115.978442,
POL,HOUSECOST,RENT,IDX2015,Q,2020-Q1,118.6628964,
POL,HOUSECOST,RENT,IDX2015,Q,2020-Q2,119.365124,
POL,HOUSECOST,RENT,IDX2015,Q,2020-Q3,120.3835601,
POL,HOUSECOST,RENT,IDX2015,Q,2020-Q4,121.0391314,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1988-Q1,37.86780681,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1988-Q2,39.36271851,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1988-Q3,41.19245881,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1988-Q4,43.45760107,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1989-Q1,44.86452298,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1989-Q2,46.10871625,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1989-Q3,49.2663458,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1989-Q4,50.93767578,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1990-Q1,52.1627048,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1990-Q2,53.78407647,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1990-Q3,55.91953309,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1990-Q4,58.04029683,
PRT,HOUSECOST,NOMINAL,IDX2015,Q,1991-Q1,61.72990799,
